timestamp,phase,gpu_index,memory_used_mb,memory_total_mb,utilization_pct
1784777784.0023663,startup,0,858.0,65536.0,0.0
1784777784.0023663,startup,1,858.0,65536.0,0.0
1784777784.0023663,startup,2,858.0,65536.0,0.0
1784777784.0023663,startup,3,858.0,65536.0,0.0
1784777784.0023663,startup,4,858.0,65536.0,0.0
1784777784.0023663,startup,5,858.0,65536.0,0.0
1784777784.0023663,startup,6,858.0,65536.0,0.0
1784777784.0023663,startup,7,858.0,65536.0,0.0
1784777785.2869349,startup,0,858.0,65536.0,0.0
1784777785.2869349,startup,1,858.0,65536.0,0.0
1784777785.2869349,startup,2,858.0,65536.0,0.0
1784777785.2869349,startup,3,858.0,65536.0,0.0
1784777785.2869349,startup,4,858.0,65536.0,0.0
1784777785.2869349,startup,5,858.0,65536.0,0.0
1784777785.2869349,startup,6,858.0,65536.0,0.0
1784777785.2869349,startup,7,858.0,65536.0,0.0
1784777786.570368,startup,0,858.0,65536.0,0.0
1784777786.570368,startup,1,858.0,65536.0,0.0
1784777786.570368,startup,2,858.0,65536.0,0.0
1784777786.570368,startup,3,858.0,65536.0,0.0
1784777786.570368,startup,4,858.0,65536.0,0.0
1784777786.570368,startup,5,858.0,65536.0,0.0
1784777786.570368,startup,6,858.0,65536.0,0.0
1784777786.570368,startup,7,858.0,65536.0,0.0
1784777787.8343773,startup,0,859.0,65536.0,0.0
1784777787.8343773,startup,1,859.0,65536.0,0.0
1784777787.8343773,startup,2,859.0,65536.0,0.0
1784777787.8343773,startup,3,859.0,65536.0,0.0
1784777787.8343773,startup,4,859.0,65536.0,0.0
1784777787.8343773,startup,5,859.0,65536.0,0.0
1784777787.8343773,startup,6,859.0,65536.0,0.0
1784777787.8343773,startup,7,859.0,65536.0,0.0
1784777789.1159008,startup,0,859.0,65536.0,0.0
1784777789.1159008,startup,1,859.0,65536.0,0.0
1784777789.1159008,startup,2,859.0,65536.0,0.0
1784777789.1159008,startup,3,859.0,65536.0,0.0
1784777789.1159008,startup,4,859.0,65536.0,0.0
1784777789.1159008,startup,5,859.0,65536.0,0.0
1784777789.1159008,startup,6,859.0,65536.0,0.0
1784777789.1159008,startup,7,859.0,65536.0,0.0
1784777790.4032054,startup,0,859.0,65536.0,0.0
1784777790.4032054,startup,1,859.0,65536.0,0.0
1784777790.4032054,startup,2,859.0,65536.0,0.0
1784777790.4032054,startup,3,859.0,65536.0,0.0
1784777790.4032054,startup,4,859.0,65536.0,0.0
1784777790.4032054,startup,5,859.0,65536.0,0.0
1784777790.4032054,startup,6,859.0,65536.0,0.0
1784777790.4032054,startup,7,859.0,65536.0,0.0
1784777791.6858623,startup,0,859.0,65536.0,0.0
1784777791.6858623,startup,1,859.0,65536.0,0.0
1784777791.6858623,startup,2,859.0,65536.0,0.0
1784777791.6858623,startup,3,859.0,65536.0,0.0
1784777791.6858623,startup,4,859.0,65536.0,0.0
1784777791.6858623,startup,5,859.0,65536.0,0.0
1784777791.6858623,startup,6,859.0,65536.0,0.0
1784777791.6858623,startup,7,859.0,65536.0,0.0
1784777792.9875972,startup,0,859.0,65536.0,0.0
1784777792.9875972,startup,1,859.0,65536.0,0.0
1784777792.9875972,startup,2,859.0,65536.0,0.0
1784777792.9875972,startup,3,859.0,65536.0,0.0
1784777792.9875972,startup,4,859.0,65536.0,0.0
1784777792.9875972,startup,5,859.0,65536.0,0.0
1784777792.9875972,startup,6,859.0,65536.0,0.0
1784777792.9875972,startup,7,859.0,65536.0,0.0
1784777794.272689,startup,0,859.0,65536.0,0.0
1784777794.272689,startup,1,859.0,65536.0,0.0
1784777794.272689,startup,2,859.0,65536.0,0.0
1784777794.272689,startup,3,859.0,65536.0,0.0
1784777794.272689,startup,4,859.0,65536.0,0.0
1784777794.272689,startup,5,859.0,65536.0,0.0
1784777794.272689,startup,6,859.0,65536.0,0.0
1784777794.272689,startup,7,859.0,65536.0,0.0
1784777795.5599933,startup,0,859.0,65536.0,0.0
1784777795.5599933,startup,1,859.0,65536.0,0.0
1784777795.5599933,startup,2,859.0,65536.0,0.0
1784777795.5599933,startup,3,859.0,65536.0,0.0
1784777795.5599933,startup,4,859.0,65536.0,0.0
1784777795.5599933,startup,5,859.0,65536.0,0.0
1784777795.5599933,startup,6,859.0,65536.0,0.0
1784777795.5599933,startup,7,859.0,65536.0,0.0
1784777796.8070846,startup,0,859.0,65536.0,0.0
1784777796.8070846,startup,1,859.0,65536.0,0.0
1784777796.8070846,startup,2,859.0,65536.0,0.0
1784777796.8070846,startup,3,859.0,65536.0,0.0
1784777796.8070846,startup,4,859.0,65536.0,0.0
1784777796.8070846,startup,5,859.0,65536.0,0.0
1784777796.8070846,startup,6,859.0,65536.0,0.0
1784777796.8070846,startup,7,859.0,65536.0,0.0
1784777798.0919898,startup,0,859.0,65536.0,0.0
1784777798.0919898,startup,1,859.0,65536.0,0.0
1784777798.0919898,startup,2,859.0,65536.0,0.0
1784777798.0919898,startup,3,859.0,65536.0,0.0
1784777798.0919898,startup,4,859.0,65536.0,0.0
1784777798.0919898,startup,5,859.0,65536.0,0.0
1784777798.0919898,startup,6,859.0,65536.0,0.0
1784777798.0919898,startup,7,859.0,65536.0,0.0
1784777799.3761086,startup,0,859.0,65536.0,0.0
1784777799.3761086,startup,1,859.0,65536.0,0.0
1784777799.3761086,startup,2,859.0,65536.0,0.0
1784777799.3761086,startup,3,859.0,65536.0,0.0
1784777799.3761086,startup,4,859.0,65536.0,0.0
1784777799.3761086,startup,5,859.0,65536.0,0.0
1784777799.3761086,startup,6,859.0,65536.0,0.0
1784777799.3761086,startup,7,859.0,65536.0,0.0
1784777800.6610484,startup,0,859.0,65536.0,0.0
1784777800.6610484,startup,1,859.0,65536.0,0.0
1784777800.6610484,startup,2,859.0,65536.0,0.0
1784777800.6610484,startup,3,859.0,65536.0,0.0
1784777800.6610484,startup,4,859.0,65536.0,0.0
1784777800.6610484,startup,5,859.0,65536.0,0.0
1784777800.6610484,startup,6,859.0,65536.0,0.0
1784777800.6610484,startup,7,859.0,65536.0,0.0
1784777801.905698,startup,0,859.0,65536.0,0.0
1784777801.905698,startup,1,859.0,65536.0,0.0
1784777801.905698,startup,2,859.0,65536.0,0.0
1784777801.905698,startup,3,859.0,65536.0,0.0
1784777801.905698,startup,4,859.0,65536.0,0.0
1784777801.905698,startup,5,859.0,65536.0,0.0
1784777801.905698,startup,6,859.0,65536.0,0.0
1784777801.905698,startup,7,859.0,65536.0,0.0
1784777803.1737032,startup,0,859.0,65536.0,0.0
1784777803.1737032,startup,1,859.0,65536.0,0.0
1784777803.1737032,startup,2,859.0,65536.0,0.0
1784777803.1737032,startup,3,859.0,65536.0,0.0
1784777803.1737032,startup,4,859.0,65536.0,0.0
1784777803.1737032,startup,5,859.0,65536.0,0.0
1784777803.1737032,startup,6,859.0,65536.0,0.0
1784777803.1737032,startup,7,859.0,65536.0,0.0
1784777804.4586458,startup,0,859.0,65536.0,0.0
1784777804.4586458,startup,1,859.0,65536.0,0.0
1784777804.4586458,startup,2,859.0,65536.0,0.0
1784777804.4586458,startup,3,859.0,65536.0,0.0
1784777804.4586458,startup,4,859.0,65536.0,0.0
1784777804.4586458,startup,5,859.0,65536.0,0.0
1784777804.4586458,startup,6,859.0,65536.0,0.0
1784777804.4586458,startup,7,859.0,65536.0,0.0
1784777806.024904,startup,0,859.0,65536.0,0.0
1784777806.024904,startup,1,859.0,65536.0,0.0
1784777806.024904,startup,2,859.0,65536.0,0.0
1784777806.024904,startup,3,859.0,65536.0,0.0
1784777806.024904,startup,4,859.0,65536.0,0.0
1784777806.024904,startup,5,859.0,65536.0,0.0
1784777806.024904,startup,6,859.0,65536.0,0.0
1784777806.024904,startup,7,859.0,65536.0,0.0
1784777807.3063936,startup,0,859.0,65536.0,0.0
1784777807.3063936,startup,1,859.0,65536.0,0.0
1784777807.3063936,startup,2,859.0,65536.0,0.0
1784777807.3063936,startup,3,859.0,65536.0,0.0
1784777807.3063936,startup,4,859.0,65536.0,0.0
1784777807.3063936,startup,5,859.0,65536.0,0.0
1784777807.3063936,startup,6,859.0,65536.0,0.0
1784777807.3063936,startup,7,859.0,65536.0,0.0
1784777808.6171825,startup,0,859.0,65536.0,0.0
1784777808.6171825,startup,1,859.0,65536.0,0.0
1784777808.6171825,startup,2,859.0,65536.0,0.0
1784777808.6171825,startup,3,859.0,65536.0,0.0
1784777808.6171825,startup,4,859.0,65536.0,0.0
1784777808.6171825,startup,5,859.0,65536.0,0.0
1784777808.6171825,startup,6,859.0,65536.0,0.0
1784777808.6171825,startup,7,859.0,65536.0,0.0
1784777809.8980236,startup,0,859.0,65536.0,0.0
1784777809.8980236,startup,1,859.0,65536.0,0.0
1784777809.8980236,startup,2,859.0,65536.0,0.0
1784777809.8980236,startup,3,859.0,65536.0,0.0
1784777809.8980236,startup,4,859.0,65536.0,0.0
1784777809.8980236,startup,5,859.0,65536.0,0.0
1784777809.8980236,startup,6,859.0,65536.0,0.0
1784777809.8980236,startup,7,859.0,65536.0,0.0
1784777811.1805518,startup,0,859.0,65536.0,0.0
1784777811.1805518,startup,1,859.0,65536.0,0.0
1784777811.1805518,startup,2,859.0,65536.0,0.0
1784777811.1805518,startup,3,859.0,65536.0,0.0
1784777811.1805518,startup,4,859.0,65536.0,0.0
1784777811.1805518,startup,5,859.0,65536.0,0.0
1784777811.1805518,startup,6,859.0,65536.0,0.0
1784777811.1805518,startup,7,859.0,65536.0,0.0
1784777812.4625862,startup,0,859.0,65536.0,0.0
1784777812.4625862,startup,1,859.0,65536.0,0.0
1784777812.4625862,startup,2,859.0,65536.0,0.0
1784777812.4625862,startup,3,859.0,65536.0,0.0
1784777812.4625862,startup,4,859.0,65536.0,0.0
1784777812.4625862,startup,5,859.0,65536.0,0.0
1784777812.4625862,startup,6,859.0,65536.0,0.0
1784777812.4625862,startup,7,859.0,65536.0,0.0
1784777813.7451935,startup,0,859.0,65536.0,0.0
1784777813.7451935,startup,1,859.0,65536.0,0.0
1784777813.7451935,startup,2,859.0,65536.0,0.0
1784777813.7451935,startup,3,859.0,65536.0,0.0
1784777813.7451935,startup,4,859.0,65536.0,0.0
1784777813.7451935,startup,5,859.0,65536.0,0.0
1784777813.7451935,startup,6,859.0,65536.0,0.0
1784777813.7451935,startup,7,859.0,65536.0,0.0
1784777815.025196,startup,0,859.0,65536.0,0.0
1784777815.025196,startup,1,859.0,65536.0,0.0
1784777815.025196,startup,2,859.0,65536.0,0.0
1784777815.025196,startup,3,859.0,65536.0,0.0
1784777815.025196,startup,4,859.0,65536.0,0.0
1784777815.025196,startup,5,859.0,65536.0,0.0
1784777815.025196,startup,6,859.0,65536.0,0.0
1784777815.025196,startup,7,859.0,65536.0,0.0
1784777816.3069015,startup,0,859.0,65536.0,0.0
1784777816.3069015,startup,1,859.0,65536.0,0.0
1784777816.3069015,startup,2,859.0,65536.0,0.0
1784777816.3069015,startup,3,859.0,65536.0,0.0
1784777816.3069015,startup,4,859.0,65536.0,0.0
1784777816.3069015,startup,5,859.0,65536.0,0.0
1784777816.3069015,startup,6,859.0,65536.0,0.0
1784777816.3069015,startup,7,859.0,65536.0,0.0
1784777817.5969589,startup,0,859.0,65536.0,0.0
1784777817.5969589,startup,1,859.0,65536.0,0.0
1784777817.5969589,startup,2,859.0,65536.0,0.0
1784777817.5969589,startup,3,859.0,65536.0,0.0
1784777817.5969589,startup,4,859.0,65536.0,0.0
1784777817.5969589,startup,5,859.0,65536.0,0.0
1784777817.5969589,startup,6,859.0,65536.0,0.0
1784777817.5969589,startup,7,859.0,65536.0,0.0
1784777818.883414,startup,0,859.0,65536.0,0.0
1784777818.883414,startup,1,859.0,65536.0,0.0
1784777818.883414,startup,2,859.0,65536.0,0.0
1784777818.883414,startup,3,859.0,65536.0,0.0
1784777818.883414,startup,4,859.0,65536.0,0.0
1784777818.883414,startup,5,859.0,65536.0,0.0
1784777818.883414,startup,6,859.0,65536.0,0.0
1784777818.883414,startup,7,859.0,65536.0,0.0
1784777820.1527412,startup,0,859.0,65536.0,0.0
1784777820.1527412,startup,1,859.0,65536.0,0.0
1784777820.1527412,startup,2,859.0,65536.0,0.0
1784777820.1527412,startup,3,859.0,65536.0,0.0
1784777820.1527412,startup,4,859.0,65536.0,0.0
1784777820.1527412,startup,5,859.0,65536.0,0.0
1784777820.1527412,startup,6,859.0,65536.0,0.0
1784777820.1527412,startup,7,859.0,65536.0,0.0
1784777821.4376671,startup,0,859.0,65536.0,0.0
1784777821.4376671,startup,1,859.0,65536.0,0.0
1784777821.4376671,startup,2,859.0,65536.0,0.0
1784777821.4376671,startup,3,859.0,65536.0,0.0
1784777821.4376671,startup,4,859.0,65536.0,0.0
1784777821.4376671,startup,5,859.0,65536.0,0.0
1784777821.4376671,startup,6,859.0,65536.0,0.0
1784777821.4376671,startup,7,859.0,65536.0,0.0
1784777822.7214878,startup,0,859.0,65536.0,0.0
1784777822.7214878,startup,1,859.0,65536.0,0.0
1784777822.7214878,startup,2,859.0,65536.0,0.0
1784777822.7214878,startup,3,859.0,65536.0,0.0
